tweet,label
"['president', 'trump', 'say', 'coronavirus', 'test', 'make', 'yous', 'look', 'bad', 'say', 'people', 'slow', 'test']",1
"['read', 'comment', 'trump', 'supporter', 'outrage', 'sport', 'event', 'cancel', 'coronavirus', 'multiple', 'multiple', 'claim', 'overhyped', 'make', 'trump', 'look', 'bad', 'bc', 'handful', 'case', 'make', 'see', 'trump', 'think', 'block', 'test', 'would', 'smart']",0
"['thanks', 'stranglehold', 'put', 'test', 'reporting', 'appear', 'people', 'get', 'coronavirus', 'believe', 'local', 'newspaper', 'tv', 'station', 'tell', 'new', 'case', 'lie', 'make', 'trump', 'look', 'bad']",0
"['trump', 'administration', 'try', 'limit', 'test', 'look', 'like', 'number', 'bad', 'number', 'probably', 'astronomical', 'incompetence', 'blood', 'every', 'person', 'die', 'united', 'state', 'coronavirus', 'hand', 'every', 'republican']",1
"['say', 'okay', 'lie', 'fbi', 'wear', 'masks', 'liberate', 'united', 'state', 'make', 'look', 'bad', 'much', 'test', 'die', 'american', 'coronavirus', 'hoax', 'trump', 'real', 'scum', 'real', 'republican', 'inject', 'disinfectant']",1
"['yous', 'president', 'donald', 'trump', 'say', 'increase', 'void', 'test', 'make', 'yous', 'look', 'bad', 'increase', 'coronavirus', 'case', 'number', 'guy']",0
"['double', 'edge', 'sword', 'something', 'good', 'bad', 'effect', 'coronavirus', 'test', 'good', 'effect', 'less', 'dead', 'american', 'bad', 'effect', 'prove', 'trump', 'greedy', 'fuck', 'crook', 'bastard', 'sewer', 'rat', 'want', 'look', 'incompetent']",0
"['republican', 'party', 'fking', 'evil', 'coward', 'support', 'plead', 'alliance', 'man', 'usa', 'say', 'president', 'trump', 'say', 'coronavirus', 'test', 'make', 'yous', 'look', 'bad', 'say', 'people', 'slow', 'test']",1
"['trump', 'stop', 'cut', 'fund', 'coronavirus', 'test', 'say', 'high', 'number', 'make', 'look', 'bad', 'die']",1
"['know', 'something', 'something', 'systemic', 'racism', 'public', 'health', 'crisis', 'go', 'official', 'policy', 'week']",1
"['would', 'want', 'people', 'come', 'much', 'racism', 'say', 'public', 'health', 'crisis', 'would', 'better', 'elsewhere', 'really', 'true']",1
"['political', 'racism', 'like', 'tell', 'someone', 'whether', 'take', 'job', 'public', 'health', 'crisis', 'individual', 'sharing', 'research', 'help', 'overcome', 'skepticism', 'would', 'change', 'mind']",0
"['compare', 'label', 'ct', 'systemic', 'racist', 'state', 'use', 'race', 'divide', 'people', 'ct', 'dems', 'declare', 'racism', 'public', 'health', 'crisis', 'ct', 'conveniently', 'forget', 'matt']",1
"['systemic', 'racism', 'public', 'health', 'crisis', 'leave', 'yet', 'force', 'black', 'american', 'get', 'vaccinate', 'order', 'participate', 'society']",1
"['thank', 'amplify', 'story', 'governor', 'legislature', 'think', 'racism', 'exist', 'utah', 'porn', 'public', 'health', 'crisis', 'write', 'law', 'keep', 'authoritarian', 'leader', 'decade', 'need', 'stop', 'kid', 'deserve', 'good', 'upon']",1
"['scientific', 'study', 'perform', 'determined', 'racism', 'public', 'health', 'crisis']",0
"['recognizes', 'racism', 'public', 'health', 'crisis', 'hurt', 'local', 'community', 'health', 'system', 'nationwide', 'fight', 'inequality', 'phi', 'partner', 'cdc', 'mitigate', 'impact', 'void', 'racial', 'ethnic', 'minority', 'health', 'equity', 'fund', 'heat', 'lh', 'doh']",1
"['oh', 'candle', 'believe', 'systemic', 'racism', 'exist', 'country', 'candle', 'believe', 'public', 'health', 'crisis', 'oh', 'hope', 'go', 'viral']",1
"['clown', 'tell', 'u', 'racism', 'great', 'public', 'health', 'crisis', 'libs', 'go', 'lib', 'guess']",0
"['declare', 'racism', 'public', 'health', 'crisis', 'first', 'step', 'towards', 'roll', 'totalitarian', 'measure', 'ostensibly', 'cure', 'like', 'void', 'like', 'void', 'never', 'end']",1
"['everyone', 'know', 'black', 'brown', 'people', 'disproportionately', 'incarcerate', 'make', 'resolution', 'declare', 'racism', 'public', 'health', 'crisis', 'close', 'tower', 'spend', 'money', 'reentry', 'dallas']",0
"['racism', 'public', 'health', 'crisis']",0
"['one', 'public', 'health', 'crisis', 'juvenile', 'behavior', 'best', 'racism', 'worse', 'obvious', 'difference', 'course', 'know']",1
"['false', 'accusation', 'racism', 'fake', 'news', 'msnbc', 'jason', 'johnson', 'really', 'people', 'upset', 'mask', 'mandate', 'sort', 'underlie', 'disruptive', 'force', 'white', 'nationalist', 'use', 'mask', 'mandate', 'public', 'health', 'crisis', 'wage', 'chaos']",1
"['today', 'week', 'without', 'violence', 'day', 'action', 'today', 'join', 'across', 'country', 'join', 'together', 'take', 'action', 'end', 'gender', 'base', 'violence', 'declare', 'racism', 'public', 'health', 'crisis']",0
"['go', 'declare', 'bum', 'member', 'drive', 'ford', 'escape', 'public', 'health', 'crisis', 'effect', 'ton', 'void', 'racism']",0
"['also', 'call', 'racism', 'public', 'health', 'crisis', 'kind', 'mandate', 'expect']",1
"['jane', 'cite', 'negative', 'impact', 'climate', 'change', 'mean', 'continue', 'address', 'racism', 'public', 'health', 'crisis', 'boston', 'commit', 'meeting', 'crisis', 'ensure', 'waterfront', 'resilient', 'possible', 'enhance', 'community', 'benefit']",1
"['ok', 'center', 'disease', 'control', 'see', 'firearm', 'anywhere', 'title', 'still', 'remember', 'time', 'declare', 'racism', 'big', 'public', 'health', 'crisis', 'void', 'beckon', 'statistic', 'gun', 'violence', 'organization', 'meaningless']",0
"['sarcastic', 'frustration', 'see', 'difference', 'public', 'health', 'crisis', 'racism', 'help', 'ps', 'one', 'use', 'water', 'fountain', 'pandemic', 'welcome']",1
"['late', 'party', 'finally', 'catch', 'cdc', 'declare', 'racism', 'white', 'supremacy', 'national', 'public', 'health', 'crisis']",1
"['pill', 'cramp', 'regulation', 'genuinely', 'consider', 'mud', 'something', 'permanent', 'currently', 'live', 'illinois', 'home', 'wisconsin', 'still', 'old', 'antiabortion', 'law', 'book', 'roe', 'overturn']",0
"['let', 'u', 'talk', 'african', 'american', 'homeownership', 'peculiar', 'instituion', 'start', 'west', 'africa', 'get', 'great', 'grandmother', 'rap', 'white', 'man', 'reparation', 'right', 'fuck']",0
"['snack', 'fact', 'african', 'american', 'homeownership', 'recover', 'recession', 'actually', 'continue', 'decline', 'gap', 'black', 'white', 'homeownership', 'large']",1
"['significantly', 'dramatic', 'racial', 'disparity', 'homeownership', 'primary', 'driver', 'wealth', 'creation', 'white', 'family', 'nearly', 'twice', 'likely', 'home', 'district', 'african', 'american', 'family', 'racial', 'equity', 'dc']",1
"['study', 'correlation', 'vitamin', 'deficiency', 'mortality', 'rate', 'people', 'color', 'relate', 'void']",0
"['let', 'southerner', 'go', 'south', 'arrange', 'remote', 'town', 'q', 'city', 'let', 'elder', 'return', 'home', 'q', 'security', 'monitoring', 'track', 'border', 'home', 'escort', 'compulsory', 'properly', 'worn', 'mask', 'public', 'within', 'others', 'also', 'gloves', 'retail', 'shop']",0
"['void', 'pie', 'glove', 'wear', 'supermarket', 'bet', 'people', 'clean', 'use', 'new', 'one', 'germ', 'bowl', 'nut', 'bar', 'seedy', 'strip', 'joint', 'touch', 'food', 'glove', 'bad', 'clean', 'hand', 'joe', 'public', 'use', 'pie', 'intend']",0
"['dear', 'potus', 'right', 'pandemic', 'watched', 'government', 'official', 'make', 'rule', 'deal', 'void', 'send', 'people', 'wear', 'glove', 'worn', 'day', 'car', 'see', 'horrible', 'education', 'public', 'think', 'need', 'nurse']",1
"['want', 'tell', 'go', 'public', 'mask', 'glove', 'wear', 'wear', 'eye', 'protection']",0
"['stay', 'home', 'brings', 'economic', 'disaster', 'solution', 'carrier', 'virus', 'need', 'thing', 'cover', 'head', 'toe', 'public', 'burka', 'like', 'overall', 'face', 'mask', 'face', 'shield', 'glove', 'clothe', 'worn', 'ouside', 'keep', 'side', 'home']",0
"['yes', 'rural', 'family', 'doctor', 'wear', 'surgical', 'mask', 'face', 'shield', 'gown', 'glove', 'see', 'respiratory', 'patient', 'change', 'every', 'new', 'patient', 'hand', 'wash', 'mask', 'worn', 'time', 'work', 'also', 'public', 'place', 'virus', 'go', 'virus', 'day', 'fatigue', 'brain', 'fog']",0
"['insane', 'first', 'number', 'bullshit', 'second', 'law', 'stop', 'virus', 'call', 'death', 'come', 'democrat', 'ran', 'city', 'people', 'shelter', 'place', 'work', 'public', 'transportation', 'worn', 'mask', 'gloves', 'yet']",1
"['honesty', 'need', 'n', 'mask', 'simply', 'purchase', 'wear', 'public', 'fit', 'correctly', 'overly', 'handle', 'worn', 'long', 'use', 'protective', 'point', 'view', 'good', 'hand', 'hygiene', 'key', 'maybe', 'surgical', 'mask', 'definitely', 'glove']",1
"['n', 'mask', 'glove', 'goggles', 'worn', 'time', 'public', 'little', 'tampon', 'extra', 'string', 'face', 'protect', 'anyone']",1
"['please', 'also', 'make', 'arrangement', 'disposal', 'mask', 'glove', 'worn', 'people', 'else', 'corona', 'crisis', 'end', 'huge', 'problem', 'government', 'waste', 'management', 'aspect', 'installation', 'seperate', 'dustbins', 'public', 'place', 'like', 'airport']",0
"['undoubtedly', 'potential', 'contamination', 'public', 'bike', 'rack', 'relatively', 'low', 'particularly', 'glove', 'wear', 'cyclist', 'pair', 'however', 'term', 'cycle', 'shop', 'scale', 'simply', 'enough', 'provision', 'visitor', 'bike', 'rack', 'high', 'street']",0
"['wife', 'take', 'mg', 'vitamin', 'c', 'everyday', 'love', 'milk', 'worn', 'glove', 'mask', 'public', 'setting', 'time', 'wife', 'work', 'hospital', 'virus', 'get', 'ill', 'get', 'open', 'everything', 'comfortable', 'stay', 'home', 'stop']",0
"['worn', 'mask', 'since', 'march', 'glove', 'case', 'go', 'select', 'public', 'place', 'believe', 'possible', 'school', 'smart', 'way', 'think', 'lack', 'creativity', 'figure', 'safely', 'congregate']",0
"['unfortunately', 'see', 'lot', 'kind', 'stuff', 'long', 'face', 'mask', 'gloves', 'worn', 'public', 'almost', 'impossible', 'id', 'people', 'karma', 'win', 'long', 'run', 'get', 'catch', 'throw', 'book']",0
"['boris', 'issue', 'call', 'mask', 'glove', 'worn', 'time', 'public', 'let', 'nip', 'bud', 'right', 'coronavirus', 'pandemic', 'mask', 'glove', 'stop', 'coronavirus']",0
"['scrub', 'wear', 'public', 'wear', 'glove', 'react', 'stranger', 'touch', 'arm', 'potentially', 'deposit', 'virus', 'expose', 'arm', 'wow']",0
"['need', 'learn', 'live', 'virus', 'go', 'anywhere', 'hide', 'indoors', 'answer', 'wear', 'mask', 'public', 'wear', 'work', 'close', 'quarter', 'glove', 'wear', 'anywhere', 'open', 'state', 'back', 'bankrupt']",0
"['yep', 'smart', 'thing', 'could', 'do', 'would', 'wear', 'mask', 'glove', 'etc', 'also', 'would', 'take', 'cab', 'pay', 'cash', 'go', 'addl', 'mask', 'outfit', 'change', 'public', 'crowd', 'bathroom', 'go', 'home']",1
"['new', 'york', 'join', 'list', 'state', 'average', 'gas', 'price', 'gallon', 'high', 'star', 'tribune', 'share', 'friends', 'world', 'news']",0
"['average', 'price', 'gallon', 'gas', 'san', 'francisco', 'mean', 'approach', 'houston', 'approach', 'energy', 'capital', 'could', 'stand', 'low', 'new', 'york', 'los', 'angeles']",0
"['ca', 'alone', 'use', 'gas', 'country', 'people', 'pay', 'gallonage', 'true', 'new', 'york', 'brings', 'average', 'math', 'accross', 'county', 'possible']",1
"['price', 'common', 'item', 'go', 'since', 'biden', 'take', 'office', 'accord', 'new', 'york', 'post', 'gallon', 'gas', 'cost', 'average', 'american', 'monday', 'high', 'average', 'head', 'july', 'weekend', 'since', 'guess', 'vp', 'dementia', 'joe']",0
"['maybe', 'average', 'american', 'new', 'york', 'california', 'pay', 'gallon', 'gas', 'maryland']",1
"['thank', 'link', 'slide', 'disagree', 'one', 'convalescent', 'plasma', 'list', 'possible', 'therapy', 'think', 'show', 'ineffective']",1
"['convalescent', 'plasma', 'therapy', 'use', 'blood', 'people', 'recover', 'illness', 'help', 'others', 'recover', 'fda', 'give', 'emergency', 'authorization', 'convalescent', 'plasma', 'therapy', 'high', 'antibody', 'level', 'treat', 'void']",1
"['sir', 'convalescent', 'plasma', 'therapy', 'work', 'please', 'focus', 'energy', 'get', 'oxygen', 'save', 'life']",0
"['study', 'document', 'microevolution', 'sars', 'cov', 'recover', 'sequential', 'tracheal', 'aspirate', 'immunosuppressed', 'patient', 'tacrolimus', 'steroid', 'convalescent', 'plasma', 'therapy']",1
"['see', 'information', 'like', 'week', 'old', 'eternity', 'day', 'convalescent', 'plasma', 'use', 'therapy', 'treat', 'void', 'take', 'vaccinated', 'people', 'natural', 'antibody', 'regular', 'blood', 'take', 'anyone']",1
"['hello', 'sister', 'admit', 'max', 'sake', 'new', 'delhi', 'need', 'convalescent', 'plasma', 'therapy', 'blood', 'gr', 'pls', 'let', 'knw', 'hv', 'ny', 'contact', 'contact', 'nil', 'jan']",0
"['think', 'day', 'wait', 'period', 'person', 'receive', 'plasma', 'convalescent', 'therapy', 'void', 'widely', 'use', 'therapy', 'sa']",0
"['please', 'give', 'crap', 'people', 'need', 'want', 'donate', 'convalescent', 'plasma', 'walk', 'void', 'cure', 'need', 'experimental', 'gene', 'therapy']",1
"['cp', 'therapy', 'experimental', 'therapy', 'cry', 'help', 'need', 'convalescent', 'plasma', 'need', 'back', 'formal', 'requisition', 'form', 'prescription', 'mention', 'detail', 'patient', 'well', 'date', 'admission', 'coronavirus', 'info']",1
"['good', 'point', 'convalescent', 'plasma', 'therapy', 'give', 'infectious', 'phase', 'disease', 'first', 'symptom', 'patient', 'low', 'fever', 'respiratory', 'symptom', 'start', 'emerge', 'disease', 'progress', 'inflammation', 'phase', 'steroid', 'give']",1
"['sympathy', 'clinician', 'situation', 'would', 'ask', 'lot', 'void', 'ivy', 'convalescent', 'plasma', 'hydroxychloroquine', 'vit', 'vit', 'c', 'pick', 'promising', 'therapy']",1
"['sir', 'request', 'kindly', 'direct', 'ministry', 'official', 'make', 'plan', 'generate', 'helpline', 'number', 'wish', 'corona', 'recover', 'plasma', 'donor', 'contact', 'register', 'theirself', 'plasma', 'donor', 'convalescent', 'plasma', 'therapy', 'blood', 'bank', 'contact']",1
"['good', 'question', 'think', 'anyone', 'know', 'virus', 'mutate', 'time', 'look', 'like', 'immunosuppressed', 'patient', 'plasma', 'convalescent', 'therapy', 'speed', 'effect', 'vaccine', 'time', 'tell']",1
"['forget', 'vaccine', 'available', 'many', 'people', 'recover', 'void', 'let', 'build', 'blood', 'bank', 'convalescent', 'plasma', 'use', 'transfuse', 'void', 'patient', 'plasma', 'therapy', 'use', 'successfully', 'treat', 'influenza', 'sars', 'ebola']",1
"['even', 'though', 'may', 'able', 'measure', 'nab', 'titer', 'every', 'plasma', 'least', 'know', 'high', 'titer', 'random', 'convalescent', 'plasma', 'high', 'level', 'heterogeneity', 'way', 'utilize', 'plasma', 'therapy', 'advantage']",0
"['ade', 'risk', 'associate', 'sars', 'cov', 'implication', 'void', 'misc', 'treatment', 'cell', 'vaccine', 'sars', 'cov', 'antibody', 'therapy', 'convalescent', 'plasma', 'therapy', 'patient']",0
"['actually', 'work', 'pull', 'fda', 'recommend', 'cc', 'expert', 'therapy', 'void', 'steroid', 'convalescent', 'plasma', 'mono', 'cl', 'al', 'antibody', 'rx', 'antiviral', 'rx', 'prove', 'current', 'widespread', 'emphasis', 'still', 'prevention']",1
"['sure', 'refer', 'convalescent', 'plasma', 'therapy', 'people', 'critically', 'ill', 'void', 'likely', 'ventilator', 'transfer', 'antibody', 'blood', 'sick', 'patient', 'whereas', 'monoclonal', 'antibody', 'fusion', 'give', 'generally', 'within', 'week']",0
"['dad', 'get', 'move', 'icu', 'family', 'get', 'mixed', 'opinion', 'whether', 'get', 'convalescent', 'plasma', 'therapy']",0
"['please', 'stop', 'ask', 'help', 'convalescent', 'plasma', 'rem', 'de', 'iv', 'ir', 'tocilizumab', 'adalimumab', 'hospital', 'doctor', 'fleece', 'name', 'treatment', 'get', 'commission', 'demand', 'basic', 'icu', 'care', 'single', 'drug', 'therapy', 'magic', 'bullet', 'coronavirus', 'india', 'help', 'coronavirus', 'india', 'ice', 'cam']",0
"['let', 'worry', 'much', 'vaccine', 'especially', 'readily', 'available', 'many', 'recovery', 'record', 'let', 'instead', 'consider', 'possibility', 'convalescent', 'plasma', 'therapy', 'population', 'may', 'become', 'sick', 'void']",1
"['convalescent', 'plasma', 'kon', 'vuh', 'le', 'sunt', 'law', 'muh', 'therapy', 'use', 'blood', 'people', 'recover', 'illness', 'help', 'others', 'recover', 'yous', 'food', 'drug', 'administration', 'fda', 'give', 'emergency']",1
"['vax', 'nat', 'immunity', 'monoclonal', 'antibody', 'convalescent', 'plasma', 'investigation', 'fluoxetine', 'test', 'part', 'combo', 'therapy', 'multimodal', 'approach', 'beat', 'pandemic', 'also', 'information', 'mandate', 'vax', 'migrant', 'southern', 'border', 'help', 'req']",0
"['plasma', 'people', 'infect', 'vaccinated', 'super', 'super', 'great', 'convalescent', 'plasma', 'therapy', 'artificial', 'monoclonal', 'antibody', 'consistent', 'super', 'super', 'concentrate', 'without', 'inconsistency', 'risk', 'human', 'body', 'fluid']",0
"['mom', 'diabetes', 'bp', 'asthma', 'issue', 'control', 'medicine', 'dad', 'medical', 'issue', 'incase', 'mom', 'ever', 'get', 'corona', 'may', 'need', 'convalescent', 'plasma', 'antibody', 'cocktail', 'treatment', 'would', 'request', 'allow', 'plasma', 'therapy', 'case']",1
"['also', 'see', 'heard', 'continue', 'request', 'convalescent', 'plasma', 'therapy', 'india', 'expand', 'bit', 'potential', 'relation', 'b']",1
"['precaution', 'people', 'void', 'receive', 'plasma', 'convalescent', 'therapy', 'within', 'past', 'month', 'people', 'get', 'vaccinate', 'month', 'plasma', 'therapy', 'therapy', 'widely', 'use', 'sa', 'though']",1
"['convalescent', 'plasma', 'kon', 'vuh', 'le', 'sunt', 'law', 'muh', 'therapy', 'use', 'blood', 'people', 'recover', 'illness', 'help', 'others', 'recover', 'yous', 'food', 'drug', 'administration', 'fda', 'give', 'emergency', 'authorization', 'convalescent', 'plasma', 'therapy', 'high', 'antibody', 'level', 'treat']",1
"['get', 'first', 'modern', 'today', 'nurse', 'clinic', 'delay', 'awhile', 'void', 'donate', 'convalescent', 'plasma', 'make', 'antibody', 'therapy', 'wait', 'day', 'get', 'vaccine', 'thank', 'get']",0
"['statistical', 'data', 'confirm', 'efficacy', 'convalescent', 'plasma', 'therapy', 'void', 'available', 'nowt', 'many', 'outbreak', 'like', 'ebola', 'influenza', 'successfully', 'treat', 'use', 'plasma', 'therapy', 'hop', 'void', 'well', 'conclude', 'ineffective']",0
"['seem', 'like', 'stable', 'genius', 'surely', 'know', 'meaning', 'term', 'like', 'r', 'factor', 'test', 'per', 'caput', 'cfr', 'way', 'texas', 'th', 'country', 'test', 'per', 'caput']",0
"['want', 'put', 'context', 'tweet', 'show', 'care', 'one', 'hell', 'constituent', 'care', 'per', 'caput', 'death', 'texas', 'bad', 'state', 'lack', 'test', 'pie', 'shortage', 'mention', 'capacity', 'nothing', 'help']",1
"['new', 'york', 'lot', 'test', 'florida', 'approach', 'number', 'late', 'surge', 'arizona', 'roughly', 'texas', 'per', 'caput', 'test', 'see', 'number', 'test', 'actually', 'go', 'last', 'couple', 'week']",1
"['sugar', 'land', 'resident', 'confirm', 'large', 'protest', 'woodlands', 'texas', 'bar', 'reopen', 'friday', 'memorial', 'day', 'weekend', 'end', 'test', 'low', 'nd', 'populous', 'state', 'never', 'rank', 'nd', 'per', 'caput', 'testing']",1
"['bad', 'example', 'texas', 'new', 'case', 'yesterday', 'st', 'test', 'per', 'caput', 'test', 'well', 'louisiana', 'would', 'report', 'k', 'case', 'yesterday', 'example', 'test', 'somewhat', 'steady', 'city', 'go', 'positive']",0
"['review', 'number', 'texas', 'one', 'low', 'per', 'caput', 'test', 'number', 'country', 'word', 'state', 'undersampled', 'void', 'good', 'suspect', 'virus', 'continue', 'easily', 'spread', 'week', 'come']",0
"['lift', 'stayhome', 'order', 'irresponsible', 'reckless', 'texas', 'low', 'test', 'per', 'caput', 'u', 'test', 'conduct', 'state', 'million', 'people', 'population', 'state', 'improve', 'test']",1
"['take', 'rocket', 'scientist', 'look', 'void', 'world', 'meter', 'organize', 'state', 'test', 'per', 'caput', 'see', 'texas', 'actually', 'one', 'bad', 'state', 'country', 'test', 'per', 'caput', 'test', 'know', 'look']",1
"['texas', 'th', 'state', 'test', 'per', 'caput', 'seem', 'pretty', 'irresponsible', 'lift', 'stay', 'home', 'order', 'without', 'accurate', 'picture', 'situation', 'basic', 'elementary', 'level', 'strategic', 'thinking', 'understand', 'problem', 'first', 'foremost']",0
"['texas', 'second', 'last', 'per', 'caput', 'test', 'fail', 'leadership', 'moron', 'trading', 'money', 'human', 'life', 'texas', 'keep', 'climb', 'chart', 'number', 'case', 'coronavirus', 'ots']",1
"['ignore', 'virus', 'work', 'well', 'st', 'time', 'maybe', 'wait', 'texas', 'actually', 'sufficient', 'test', 'rank', 'higher', 'nd', 'per', 'caput', 'wait', 'big', 'med', 'center', 'world', 'regular', 'icu', 'bed', 'available', 'come', 'back', 'answer']",1
"['lie', 'accord', 'cdc', 'texas', 'pneumonia', 'death', 'june', 'texas', 'report', 'void', 'death', 'coronavirus', 'pneumonia', 'death', 'pneumonia', 'death', 'month', 'texas', 'less', 'test', 'per', 'caput', 'big', 'state']",0
"['texas', 'consistently', 'high', 'throughout', 'summer', 'low', 'per', 'caput', 'test', 'rate', 'increase', 'number', 'case', 'city', 'large', 'minority', 'population', 'leader', 'give', 'shit', 'ny', 'italy', 'texas', 'brazil']",1
"['maybe', 'day', 'make', 'single', 'nonbiased', 'statement', 'since', 'people', 'get', 'test', 'void', 'die', 'texas', 'th', 'test', 'per', 'caput', 'would', 'think', 'could', 'see', 'correlation', 'party', 'country']",1
"['feckless', 'reopen', 'state', 'admit', 'see', 'spike', 'void', 'case', 'death', 'texas', 'also', 'fail', 'test', 'tx', 'rank', 'th', 'test', 'per', 'caput', 'plan', 'pure', 'think', 'prayer']",0
"['acknowledge', 'texas', 'few', 'case', 'per', 'capita', 'question', 'per', 'caput', 'mean', 'test', 'require', 'doctor', 'order', 'test', 'huge', 'majority', 'get', 'test']",1
"['hey', 'math', 'illiterate', 'per', 'caput', 'th', 'world', 'test', 'furthermore', 'day', 'rolling', 'average', 'test', 'actually', 'case', 'surge', 'positivity', 'rate', 'soar', 'arizona', 'texas', 'florida', 'clown']",0
"['want', 'talk', 'accurately', 'test', 'remember', 'texas', 'th', 'state', 'per', 'caput', 'test', 'even', 'increase', 'cumulative', 'number', 'still', 'skew', 'downwards', 'relative', 'state']",1
"['texas', 'case', 'fatality', 'rate', 'buy', 'one', 'bad', 'state', 'test', 'per', 'caput', 'one', 'best', 'case', 'fatality', 'rate', 'know', 'factor', 'involve', 'info', 'excess', 'death', 'texas', 'recent', 'month']",0
"['fos', 'intelligent', 'texan', 'know', 'state', 'ready', 'reopen', 'nonessential', 'business', 'pander', 'rightwing', 'extremist', 'wingnuts', 'texas', 'rate', 'th', 'per', 'caput', 'test', 'yous', 'abomination', 'resign', 'abbot']",1
"['texas', 'bottom', 'dweller', 'per', 'caput', 'test', 'change', 'despite', 'clout', 'essentially', 'know', 'probably', 'bother', 'voter', 'base', 'decision', 'open', 'without', 'mandatory', 'mask', 'may', 'right']",1
"['know', 'california', 'rank', 'th', 'per', 'caput', 'case', 'th', 'death', 'th', 'test', 'texas', 'rank', 'th', 'case', 'th', 'death', 'rd', 'test', 'case', 'slow', 'texas', 'bad', 'category']",0
"['five', 'number', 'county', 'find', 'wood', 'yet', 'test', 'suspect', 'california', 'much', 'well', 'texas', 'florida', 'per', 'capita', 'basis', 'every', 'void', 'data', 'point']",1
"['texas', 'th', 'test', 'per', 'caput', 'john', 'corny', 'comp', 'licit']",0
"['texas', 'bottom', 'void', 'test', 'per', 'caput']",1
"['reminder', 'florida', 'texas', 'th', 'nd', 'per', 'caput', 'testing']",1
"['texas', 'one', 'low', 'state', 'per', 'caput', 'void', 'test', 'always', 'ignore', 'pandemic', 'kill', 'k', 'people']",1
"['hey', 'saw', 'texas', 'rank', 'th', 'per', 'caput', 'test', 'population', 'funny', 'case', 'one', 'test', 'funfair']",1
"['lie', 'per', 'caput', 'test', 'get', 'fire', 'texas', 'uncle', 'ashamed']",1
"['ask', 'virginia', 'lag', 'behind', 'neighbor', 'state', 'term', 'test', 'answer', 'ralph', 'serious', 'reopen', 'virginia', 'get', 'act', 'together']",0
"['rightly', 'point', 'low', 'infection', 'rate', 'people', 'still', 'give', 'person', 'watch', 'curve', 'western', 'european', 'country', 'seem', 'may', 'general', 'trend', 'reopen', 'fast', 'though']",0
"['country', 'reopen', 'school', 'want', 'infection', 'rate', 'regard', 'void', 'nowhere', 'trump', 'insist', 'reopen', 'school', 'stupefy', 'sound', 'like', 'stupid']",1
"['think', 'need', 'fairness', 'medium', 'report', 'mistreated', 'african', 'china', 'evict', 'house', 'leave', 'sleep', 'street', 'shame']",0
"['true', 'see', 'happen', 'china', 'african', 'thought', 'evict', 'accused', 'spread', 'virus', 'china', 'make', 'sleep', 'street']",0
"['meanwhile', 'hundred', 'black', 'african', 'chase', 'home', 'china', 'gov', 'province', 'sleep', 'street', 'one', 'speaks', 'word']",1
"['feel', 'sorry', 'many', 'african', 'force', 'sleep', 'street', 'day', 'without', 'food', 'please', 'china', 'friend', 'country', 'cop', 'buy', 'friendship', 'show', 'intl', 'influence', 'please', 'go', 'home', 'seek', 'embassy', 'help', 'racism', 'china']",1
"['see', 'video', 'african', 'china', 'force', 'home', 'leave', 'sleep', 'street', 'mean', 'beat', 'sef']",0
"['call', 'want', 'make', 'sleep', 'night', 'moreover', 'call', 'african', 'virus', 'african', 'even', 'use', 'racism', 'discrimination', 'big', 'deal', 'change', 'fact', 'corona', 'virus', 'china', 'virus', 'simple', 'abc']",0
"['shameful', 'china', 'continue', 'harass', 'african', 'china', 'best', 'thing', 'let', 'sleep', 'street', 'put', 'southern', 'airline', 'bring', 'corona', 'kenya', 'africa', 'return', 'africa']",0
"['take', 'stuff', 'china', 'commit', 'atrocity', 'africans', 'china', 'evict', 'force', 'sleep', 'open', 'like', 'take', 'sacrament', 'devil']",1
"['proceed', 'throw', 'african', 'china', 'home', 'sleep', 'street', 'black', 'skin']",1
"['case', 'point', 'peak', 'void', 'china', 'white', 'people', 'deny', 'access', 'certain', 'facility', 'whereas', 'african', 'literally', 'evict', 'apartment', 'force', 'sleep', 'street', 'racist', 'racism', 'african', 'far', 'brutal']",0
"['expert', 'china', 'policy', 'home', 'undermine', 'goodwill', 'africa', 'country', 'reopen', 'government', 'implement', 'discriminatory', 'policy', 'african', 'live', 'chinese', 'authority', 'evict', 'african', 'home', 'force', 'african', 'sleep', 'ground']",0
"['china', 'want', 'black', 'people', 'starve', 'african', 'say', 'buy', 'grocery', 'nowhere', 'stay', 'nowhere', 'sleep', 'china', 'accuse', 'spread', 'disease', 'china', 'start']",1
"['republican', 'fight', 'high', 'minimum', 'wage', 'work', 'limit', 'labor', 'union', 'care', 'health', 'insurance', 'happy', 'poison', 'air', 'water', 'want', 'control', 'womens', 'body', 'behavior', 'like', 'cut', 'tax', 'rich', 'poor', 'mean', 'nothing']",1
"['try', 'win', 'cut', 'deal', 'get', 'pay', 'probably', 'lobbyist', 'health', 'insurance', 'co', 'get', 'ready', 'make', 'million', 'kick', 'people', 'becuz', 'condition', 'lawsuit', 'front', 'sc', 'bring', 'republican', 'trump', 'help', 'insurance', 'co']",0
"['republican', 'oppose', 'health', 'insurance', 'void', 'relief', 'infrastructure', 'direct', 'check', 'american', 'low', 'drug', 'price', 'cheap', 'healthcare', 'universal', 'prep', 'vision', 'hearing', 'plan', 'senior', 'republican', 'vote', 'tax', 'cut', 'billionaire']",0
